PART NO,DESCRIPTION,MRP-Effective April 2022
PST09844,SIMPSON POWER STEERING TRANSMISSION TQ OIL - TYPE ATF TQ (20 X 1),460
PST09845,SIMPSON POWER STEERING TRANSMISSION TQ OIL - TYPE ATF TQ (20 X .5),250
S4000501,BUSH_IDLER_GEAR,610
S4000704,BELT DYNAMO AND WATER PUMP DRIVING,264
S4000804,BODY WATER OUTLET-(SES4000806),1224
S4000806,WATER OUTLET BODY,998
S4000820,BODY WATER OUTLET FOR S433 GAJARAJ TRACTOR,1224
S4000829,WATER OUTLET BODY - CAB HEATER,1162
S4000901,BOLT_BANJO,27
S4000904,BOLT_BANJO,33
S4000906,BOLT_BANJO,43
S4000907,BOLT BANJO(ALTERNATOR WITH VACUUM PUMP),10
S4001009,BRACKET_FUEL_INJECTION_PUMP_SUPPORT,130
S4001010,BRACKET ENGINE MTG L H,1173
S4001011,BRACKET ALTERNATOR S433 WITH LPWP,399
S4001016,BRACKET ALTERNATOR WITH VACUUM PUMP,453
S4001026,BRACKET ALTERNATOR SUPPORT S433 HPWP,449
S4001041,BRACKET_ENGINE_LIFTING,70
S4001046,BRACKET_LUB_OIL_PAN_TO_CYLINDER_BLOCK,818
S4001047,BRACKET_LUB_OIL_PAN_TO_CYLINDER_BLOCK,818
S4001059,BRACKET_ENGINE_MOUNTING,3023
S4001401,CAMSHAFT,3413
S4001800,CLIP,75
S4001801,CLIP,83
S4002003,HOSE,86
S4002005,UNION_ROCKER_SHAFT_OIL_FEED,24
S4002009,HOSE,215
S4002011,CONNECTION WATER INLET HOSE CONNECTION,224
S4002016,CONNECTION CYLINDER BLOCK WATER INLET,352
S4002030,ADAPTOR_BREATHER_VALVE,96
S4002406,STONE SHIELD,319
S4002407,DUST COVER,97
S4002412,HEAT_SHIELD_EXHAUST_MANIFOLD,88
S4002451,COVER_VALVE,1294
S4002452,COVER_VALVE,1336
S4002453,COVER_VALVE,1493
S4002454,COVER_VALVE,1321
S4002602,CRANKSHAFT_ENGINE,22485
S4002603,CRANKSHAFT LIP SEAL(KEY,27522
S4002608,CRANKSHAFT(SERRATED) FOR VOLTAS,24433
S4002610,CRANKSHAFT_ENGINE,26849
S4003201,DIPSTICK,107
S4003202,DIPSTICK,58
S4003203,DIPSTICK,91
S4003205,DIPSTICK LUB.OIL,65
S4003207,DIPSTICK ASSY,87
S4003210,DIPSTICK(LONGER) ASSY FOR S4 GAJARAJ,81
S4003301,SPACER,148
S4003302,SPACER,321
S4003401,DOG STARTER,260
S4003804,ADAPTOR_FUEL_INJECTION_PUMP,462
S4004101,GEAR_CRANK_SHAFT,1104
S4004103,GEAR_IDLER,1203
S4004104,GEAR_FUEL_INJECTION_PUMP,1232
S4004105,GEAR_CAMSHAFT,1201
S4004107,GEAR_LUB_OIL_PUMP,538
S4004108,GEAR_AIR_COMPRESSOR,1029
S4004114,GEAR_FUEL_INJECTION_PUMP,1232
S4004120,GEAR TIMER ASSY,1239
S4004121,GEAR_IDLER,1262
S4004126,GEAR_IDLER,3128
S4004128,GEAR F.I.P (DELPHI),2649
S4004130,GEAR - HYDRAULIC PUMP,3483
S4004403,HOUSING FLYWHEEL,7114
S4004404,HOUSING FLYWHEEL,13556
S4004405,FLYWHEEL HOUSING -MACHINED,13954
S4004436,HOUSING FLYWHEEL FOR S433 TIL CALCUTTA,10722
S4004438,TIMING CASE(COMPRESSOR APPLICATION),5290
S4004439,HOUSING FLYWHEEL,12884
S4004444,TIMING CASE WITH TIMER,5196
S4004454,CASE TIMING,5800
S4004460,FLY WHEEL HOUSING FOR ECEL FORK LIFT,11274
S4004470,TIMING CASE,5844
S4004471,ADAPTOR-BLOCK,6136
S4004472,ADAPTOR-TRANSMISSION,10539
S4004473,TIMING CASE (2 HOLE PTO),5325
S4004474,TIMING CASE (2 HOLE PTO),5325
S4004476,Flywheel housing (for grs78 starter mounting),11472
S4004477,TIMING_CASE,5800
S4004501,HUB_IDLER_GEAR,523
S4004901,JOINT SUMP TO CYLINDER BLOCK ASSEMBLY,132
S4004902,JOINT IND.MANIFOLD TO CYLINDER HEAD,58
S4004903,JOINT CYLINDER HEAD COVER,123
S4004904,GASKET_EXHAUST_MANIFOLD,21
S4004905,JOINT WATER INLET CONN,10
S4004908,JOINT_TIMING_CASE,154
S4004909,JOINT_WATER_OUTLET_BODY,22
S4004911,JOINT_TIMING_CASE_COVER,312
S4004913,JOINT CAMSHAFT REAR END PLATE,8
S4004914,JOINT WATER PUMP BACK PLATE,86
S4004915,JOINT CYL.HD TO W.O.BODY (H.P.W.P),55
S4004916,JOINT_POWER_TAKE_OFF_BLANKING_PLATE,49
S4004920,GASKET CYL.Hd-S4,395
S4004921,JOINT_FUEL_INJECTION_PUMP,36
S4004942,JOINT OIL SEAL HOUSING & GASKET RETAINER(alt-S4004969),444
S4004944,JOINT - CYL. HEAD COVER,132
S4004945,JOINT,4
S4004946,GASKET CYLINDER HEAD(NON-RETORQUE TYPE),1048
S4004963,JOINT_TURBO_CHARGER,79
S4004964,JOINT _TURBOCHARGER,47
S4004965,JOINT - CYLINDER HEAD COVER,158
S4004975,JOINT_LUB_OIL_PAN,139
S4005206,LEVER_ALTERNATOR,248
S4005403,MANIFOLD EXHAUST,2313
S4005404,MANIFOLD_AIR_INTAKE,1894
S4005405,MANIFOLD EXHAUST,2120
S4005409,MANIFOLD INLET,930
S4005417,MANIFOLD_AIR_INTAKE,1847
S4005423,MANIFOLD_AIR_INTAKE,1745
S4005424,EXHAUST - MANIFOLD - S433.4,1859
S4005428,EXHAUST MANIFOLD,2242
S4005429,MANIFOLD_AIR_INTAKE,1683
S4005431,EXH.MANIFOLD WITH H.R PAINT SPEC,2666
S4005434,MANIFOLD_AIR_INTAKE,1230
S4005435,MANIFOLD_AIR_INTAKE,1230
S4005436,MANIFOLD_AIR_INTAKE,1230
S4005702,NUT,5
S4005703,NUT,5
S4005704,NUT,10
S4005706,NUT CYLINDER HEAD COVER RETAINING,6
S4005707,NUT_ATOMISER_RETAINING,35
S4005710,NUT,18
S4005711,NUT,49
S4005712,NUT-DIPSTICK TUBE,37
S4005713,LOCKNUT,18
S4005714,NUT,5
S4005718,NUT_ATOMISER_RETAINING,29
S4006101,PIN_CAMSHAFT_THRUST,9
S4006202,PIPE_LUB_OIL_DELIVERY,112
S4006203,PIPE_LUB_OIL_DELIVERY,108
S4006206,PIPE COMPRESSOR TO INLET MANIFOLD,210
S4006211,PIPE_BREATHER_EXTENSION,74
S4006219,PIPE_AIR_COMPRESSOR_TO_AIR_INTAKE_MANIFOLD,318
S4006254,PIPE_AIR_COMPRESSOR_TO_AIR_INTAKE_MANIFOLD,444
S4006502,PLUG,27
S4006504,PLUG LUB.OIL SUMP DRAIN,123
S4006505,PLUG CYLINDER BLOCK DRAIN COCK,79
S4006704,PULLEY CRANKSHAFT,1719
S4006705,PULLEY ALTERNATOR,747
S4006707,CRANKSHAFT_PULLEY,1788
S4006709,PULLEY_WATER_PUMP,773
S4006713,PULLEY CRANKSHAFT,2134
S4006715,PULLEY CRANKSHAFT,2489
S4006717,PULLEY_CRANKSHAFT,1811
S4006724,PULLEY CRANKSHAFT,1822
S4006732,PULLEY_CRANKSHAFT,2147
S4006733,PULLEY - CRANKSHAFT - GODREJ  14DEG.SPILL.(C.E.V. /BHARAT STAGE II),2437
S4006736,PULLEY_CRANKSHAFT,2297
S4006738,PULLEY CRANKSHFT FOR S433 HPWP ( SPILL ANGLE 13 DEG. ) FOR APOLLO,2040
S4006748,PULLEY_CRANKSHAFT,2504
S4006749,PULLEY_CRANKSHAFT,2317
S4006751,PULLEY CRANK SHAFT 8 DEG (BSIII/CEV),1767
S4006753,PULLEY_CRANKSHAFT,2504
S4006756,PULLEY CRANKSHAFT - 10 DEG WITH STEP (S433 - BS III /CEV FOR S433 GODREJ ),2408
S4007305,O RING,11
S4007401,BOLT,9
S4007402,SETSCREW,15
S4007403,BOLT,9
S4007404,BOLT,18
S4007405,BOLT,29
S4007406,SETSCREW,10
S4007407,BOLT,10
S4007408,S.SCREW T/C COVER TO T/C - CH3183(ALT:74SG4069),11
S4007410,BOLT,9
S4007413,SETSCREW,15
S4007414,BOLT,20
S4007415,SETSCREW,48
S4007416,SETSCREW,27
S4007418,SETSCREW,8
S4007419,BOLT,13
S4007421,SETSCREW,21
S4007426,SETSCREW,186
S4007428,SCREW,103
S4007429,BOLT,115
S4007430,SETSCREW,46
S4007432,SETSCREW,9
S4007433,BOLT,47
S4007435,SETSCREW,13
S4007436,SETSCREW,37
S4007438,S.SCREW CAMCHAMBER BLANKING - CH3183,17
S4007439,S.SCREW FLYWHEEL TO C/SHAFT-CH.3185,22
S4007443,SCREW,69
S4007444,BOLT,26
S4007447,SCREW,38
S4007451,BOLT,21
S4007458,SETSCREW,56
S4007462,SETSCREW,138
S4007463,PLUG CYLINDER BLOCK OIL DRAIN BLANKING,52
S4007464,SETSCREW,13
S4007465,SETSCREW,61
S4007466,SETSCREW,226
S4007468,SETSCREW,88
S4007470,SETSCREW,10
S4007471,SETSCREW-LONG,29
S4008203,STUD,39
S4008206,STUD,27
S4008207,STUD EX.MANIFOLD - CH 3190,15
S4008208,STUD,18
S4008209,STUD,16
S4008210,STUD,15
S4008211,STUD,18
S4008212,STUD,11
S4008213,STUD,11
S4008214,STUD,13
S4008215,STUD FIP RETAINING - CH3189,10
S4008216,STUD,17
S4008217,STUD,14
S4008218,STUD,8
S4008219,STUD CYLINDER HEAD TO ROCKERSHAFT BRKT.,31
S4008220,STUD,24
S4008223,STUD,50
S4008224,STUD,26
S4008225,STUD,21
S4008239,STUD,25
S4008240,STUD,36
S4008243,STUD,14
S4008244,STUD,19
S4008246,STUD,21
S4008247,STUD,19
S4008249,STUD,11
S4008305,PAN_LUB_OIL,19732
S4008306,SUMP LUB.OIL,10598
S4008312,PAN_LUB_OIL,9550
S4008319,PAN_LUB_OIL,7057
S4008322,SUMP LUB OIL,24330
S4008323,SUMP LUB.OIL,6292
S4008329,PAN_LUB_OIL,10130
S4008332,LUB OIL SUMP,6910
S4008701,THIMBLE,57
S4009002,TUBE LUB OIL DIPSTICK,143
S4009006,PIPE,152
S4009201,WASHER_TAB,16
S4009202,WASHER CYLINDER BLOCK DRAIN COCK PLUG,4
S4009401,PLATE_IDLER_GEAR,124
S4009403,WASHER_THRUST,184
S4009404,PLATE_IDLER_GEAR,124
S4009407,PLATE ENGINE LIFTING REAR,203
S4009410,PLATE W/P BACK,838
S4009411,PLATE_BLANKING_EXHAUST_MANIFOLD,324
S4009415,POINTER_TIMING,69
S4009420,PLATE_ENGINE_LIFTING,274
S4009427,PLATE GASKET RETAINER,286
S4009458,ADAPTOR PLATE FOR ECEL FORK LIFT,10972
S4009904,GEAR IDLER LOWER ASSY,2682
S4009905,GEAR L O PMP IDLER ASSY,518
S4009906,PIPE,96
S4009907,ASS_ROCKER_SHAFT_OIL_FEED_PIPE,191
S4009909,PIPE F.I.NO.1 CYLINDER ASSEMBLY,309
S4009910,PIPE F.I.NO.2 CYLINDER ASSEMBLY,309
S4009911,PIPE F.I.NO.3 CYLINDER ASSEMBLY,309
S4009912,PIPE F.I.NO.4 CYLINDER ASSEMBLY,309
S4009915,CYLINDER HEAD ASSY,26777
S4009916,PIPE_IDLER_GEAR_&_CAMSHAFT_OIL_FEED,330
S4009917,PIPE ASSY CAM CHAMBER TO CYL.HEAD.,137
S4009918,MAIN BRG ASSEMBLY,1348
S4009919,MAIN BEARING .010 S4,1412
S4009920,MAIN BEARING .020 S4,1412
S4009921,MAIN BEARING .030 S4,1412
S4009922,SHAFT ROCKER ASSY-S4(SEE DRG.00054994),3682
S4009924,CYLINDER BLOCK ASSY-S4009924,70047
S4009925,MAJOR GASKET KIT S4,1058
S4009926,MINOR GASKET KIT S4,620
S4009927,JOINTS AND GASKETS MINOR S433 ASSEMBLY,329
S4009928,PIPE MAIN LEAK OFF ASSEMBLY,320
S4009933,THRUST WASHER ASSEMBLY STD,336
S4009934,"T.WASHER ASSY .007""",348
S4009937,GEAR_IDLER,3749
S4009939,L.O.PUMP ASSY FOR S4 SCREW TYPE OLD,3053
S4009944,TUBE L O DIPSTICK,110
S4009957,PIPE COMPRESSOR LUB OIL FEED ASSEMBLY,232
S4009991,CYLNDER HEAD ASSEMBLY(S433 HPWP APPLN.),26777
S4009994,L.O.FILLER ASSY(W/BREATHER),957
S4099100,WATER PUMP ASSEMBLY(UNITISED SEAL-M & M),3782
S4099101,WATER PUMP ASSY.(UNITISED SEAL ),3631
S4099106,PISTON ASSY (ALFIN) S325/S433,2468
S4099107,PISTON RINGS ASSEMBLY S2/S325/S433 TR II & TR iii,548
S4099107/4,RINGS ASSEMBLY-S4 ENGINE SET,2191
S4099115,JOINTS MAJOR KIT ASSEMBLY(S433 HIGH POSITION),990
S4099116,JOINTS KIT MINOR (S4I H.P.),610
S4099117,JOINT KIT (CYL.BLOCK S4I H.P.),311
S4099118,CYLINDER BLOCK ASSEMBLY(PTO & TACHODRIVE,74611
S4099122,S4 CYLINDER HEAD MAJOR,35524
S4099128,COVER TIMING CASE ASSEMBLY WITH S4002408,3230
S4099129,HEAD_LUB_OIL_FILTER,1043
S4099130,PIPE ASSEMBLY ALTERNATOR OIL FEED INLET,156
S4099133,CYLINDER BLOCK ASSY,70686
S4099136,TUBE_DIPSTICK,98
S4099137,PIPE_LUB_OIL_SUCTION,454
S4099138,PIPE_LUB_OIL_SUCTION,454
S4099140,ENGINE LOCK  KIT S433,99
S4099141,PUMP_LUB_OIL_ASSY,3198
S4099143,FILLER LUB.OIL WITH BREATHER AND CAP,611
S4099157,BLOCK_CYLINDER_ASSEMBLY,70130
S4099159,CYLINDER HEAD ASSEMBLY-MINOR(S433),26777
S4099162,TIMING CASE COVER ASSEMBLY,3342
S4099168,PIPE FUEL OIL MAIN LEAK OFF ASSEMBLY,246
S4099170,FLYWHEEL AND STARTER RING ASSY.(4018+264),12867
S4099171,PIPE_CYLINDER_BLOCK_TO_FUEL_INJECTION_PUMP,119
S4099172,PIPE FUEL INJECTION NO.1 CYLINDER ASSY.,264
S4099173,PIPE FUEL INJECTION NO.2 CYLINDER ASSY.,264
S4099174,PIPE FUEL INJECTION NO.3 CYLINDER ASSY.,264
S4099175,PIPE FUEL INJECTION NO.4 CYLINDER ASSY.,264
S4099177,PISTON ASSEMBLY  S325/S433 EURO II,2352
S4099179,PIPE F.I.P. OVERFLOW TO FUEL TANK,227
S4099180,PIPE FUEL OIL MAIN LEAK OFF ASSEMBLY,304
S4099182,FLYWHEEL & STARTER RING ASSY.(4017+264),13771
S4099198,CYLINDER BLOCK ASSY FOR VOLTAS,74611
S4099199,LUB.OIL PUMP AND IDLER GEAR ASSEMBLY,3723
S4099201,BLOCK_CYLINDER_ASSEMBLY,59903
S4099203,JOINTS KIT - MINOR,1412
S4099204,JOINTS LUB. OIL SUMP KIT,135
S4099206,PIPE FLEXIBLE ATOMISER LEAK OFF ASSEMBLY,75
S4099220,TUBE ASSEMBLY DIPSTICK,129
S4099222,WATER PUMP ASSY,3930
S4099226,ASSY.ROCKERSHAFT,3546
S4099237,WATER PUMP ASSEMBLY (HIGH POSITION WITH INTEGRAL BEARING),5133
S4099244,BREATHER ASSEMBLY,1178
S4099256,PIPE FUEL INJECTION NO.1 CYLINDER ASSEMBLY,329
S4099257,PIPE FUEL INJECTION NO.2 CYLINDER ASSEMBLY,336
S4099258,PIPE FUEL INJECTION NO.3 CYLINDER ASSEMBLY,336
S4099259,PIPE FUEL INJECTION NO.4 CYLINDER ASSEMBLY,336
S409925R,MAJOR GASKET KIT S4 old with 4965,1138
S4099260,PIPE MAIN LEAK OFF FOR S433 ENGINE ADOR,412
S4099267,JOINTS AND GASKETS - TOP OVERHAUL KIT,1224
S4099269,JOINT AND GASKETS MAJOR KIT,1800
S4099273,PIPE ASSY. FEED PUMP TO FUEL FILTER INLET,484
S4099274,PIPE ASSY.FUEL FILTER OUTLET TI FIP INLET,525
S4099275,PIPE ASSY.FUEL OIL MAIN LEAK OFF,266
S4099276,PIPE ASSY.MAIN LEAK OFF TO F.I.P OVER FLOW,156
S4099285,FLY WHEEL AND STARTER RING ASSY.(S4004043+00410236),10708
S4099286,PIPE ASSY.MAIN LEAK OFF TO F.I.P OVER FLOW,177
S4099290,PIPE ASSY KIT CONSISTS OF OVERFLOW PIPE PART NO S4099286 WITH LEVEL A & LEAKOFF PIPE PART NO S4099275 WITH LEVEL C DATED 31.12.08,431
S4099291,HIGH PRESSURE PIPE KIT CONSISTING OF (S4099172+S4099173+S4099174+S4099175) FOR S433 ENGINE FOR ECEL TO LIST NO 1618,1022
S4099293,JOINTS & GASKETS - MAJOR KIT FOR S433 ENGINE FOR ECEL TO LIST NO.1618,1536
S4099295,PIPE ASSEMBLY COMPRESSOR LUB OIL FEED,286
S4099296,ASSY L.O.SUCTION PIPE(S4 GAJARAJ),440
S4099297,WATER PUMP ASSY. WITH CABIN HEATER PROVISION,2831
S4099298,JOINTS AND GASKETS - TOP OVERHAUL KIT TO LIST NO.3199,1446
S4099299,JOINTS & GASKETS BOTTOM OVERHAUL KIT TO LIST NO.3199,790
S4099300,JOINT AND GASKETS MAJOR KIT (INCLUDES S4099298&S4099299),2176
S4099301,ASSY LUB OIL FILLER WITH DEFLECTOR,486
S4099304,HPP NO:1 FOR BS III / CEV - ECEL ( 6OD*1.8ID*530LG),328
S4099305,HPP NO:2 FOR BS III / CEV - ECEL ( 6OD*1.8ID*530LG),328
S4099306,HPP NO:3 FOR BS III / CEV - ECEL ( 6OD*1.8ID*530LG),328
S4099307,HPP NO:4 FOR BS III / CEV - ECEL ( 6OD*1.8ID*530LG),328
S4099312,"CYLD HEAD ASY-MAJOR KIT(CYL HEAD(2909), PLATE REAR(0737),VALVE INLET&EXHST(1681&1011),GUIDE EXHST&INLET(1727),SEAL(0016),SPNG INL&EXHST OTR&INR(0006&0007),CAP VALVE SPNG(0008)&COTTER VALVE SPNG(0001)) FOR S433 ENGINE TO LIST NO:1522&3208",26813
S4099318,WATER PUMP - CAB HEATER,3485
S4099322,CAP_LUB_OIL_FILLER_ASSEMBLY,120
S4099330,JOINTS&GASKETS MAJOR KIT FOR T II S433 ENGINE TO LIST NO:1313,2378
S4099333,FLYWHEEL ASSY (S4004047),14254
S4099336,FLYWHEEL ASSY ( S4004048 + 00410264),15664
S409933A,"THRUST WASHER  ASSY .0003""",342
S409933B,"THRUST WASHER ASSY .0005""",293
S4099340,H.P.PIPE ASSEMBLY KIT(CONSISTING OF S4099304+S4099305+S4099306+S4099307) FOR S433-ENGINES,1238
S4099342,JOINTS &GASKETS MAJOR KIT (INCLUDES -1 TO 24) FOR T III S433 ENGINE TO LIST NO:1522.,2418
S4099343,"JOINTS &GASKETS TOP KIT (INCLUDES -1 TO 5,15,17,19&23)  FOR T III S433 ENGINE TO LIST NO:1522.",1492
S4099344,"JOINTS &GASKETS SUMP KIT (INCLUDES - 7,8&9) FOR T III S433 ENGINE TO LIST NO:1522.",876
S4099345,FLYWHEEL ASSEMBLY (FLYWHEEL PT NO:-S4004049 & RING GEAR PT NO:- 00410264),14977
S4099347,CYLINDER HEAD COVER ASSEMBLY(S4002460 CYLINDER HEAD COVER and S4099322 BREATHER CAP),1792
S4388233,STUD,31
S499269R,GASKETS MAJOR KIT-NewS4 with 4965,1770
S910B,"PLUG,PIPE",48
SA063496,ROD_ENGINE_CONNECTING_ASSEMBLY,2027
SA064527,S325 CYLINDER BLOCK WITH UNF THREAD,55643
SG990003,CYLINDER_BLOCK_ASSEMBLY,70405
SG990004,CYLINDER_BLOCK_ASSEMBLY,63513
SG990048,PIPE_TURBO_OIL_DRAIN,432
SG990052,PUMP_WATER_ASSEMBLY,4377
SG990053,PUMP_WATER_ASSMEBLY,4600
SG990054,PUMP_WATER_ASSEMBLY,4588
SG990103,WATER_PUMP_ASSEMBLY,4198
SIM03406,FUEL FILTER KIT 1.1 LT (SIMDF003 + SIMDF409),264
SIM1100173,CLUTCH COVER ASSY-TRACTORPART(VF),3921
SIM11032,Voltas Forklift clutch plate,2710
SIM34068,FILTER KIT 1.1 LT (02654408 + SIMDF003 + SIMDF409),422
SIMDF003,FILTER INSERT 1.1 LT FUEL FILTER,143
SIMDF409,FILTER INSERT,140
SIMP11949,Tapered Roller Bearing,261
SIMP1988/22,Tapered Roller Bearing,316
SIMP25877,Tapered Roller Bearing,435
SIMP30205,Tapered Roller Bearing,242
SIMP30209,Tapered Roller Bearing,440
SIMP306445,CLUTCH Release Bearing,498
SIMP32206,Tapered Roller Bearing,358
SIMP32208,Tapered Roller Bearing,462
SIMP32211,Tapered Roller Bearing,633
SIMP32212,Tapered Roller Bearing,789
SIMP32213,Tapered Roller Bearing,996
SIMP32216,Tapered Roller Bearing,1276
SIMP3780/20,Tapered Roller Bearing,679
SIMP3984/20,Tapered Roller Bearing,877
SIMP462/53,Tractor Trolley Bearing,756
SIMP47503,3 Filter Kit(Simpson Branded 0.5 ltr Cloth&Coil) &Oil Filter(Equivalent Mahindra PN:006008544B91)suitable for B475 Model,435
SIMP48548,Tapered Roller Bearing,330
SIMP501349,Tapered Roller Bearing,459
SIMP51207,Thurst Bearing,286
SIMP6009,PRE FILTER equivalent to DE006009,402
SIMP6010,FINE FILTER equivalent to DE006010,402
SIMP6204,Ball Bearing,220
SIMP6208,BALL BEARING,333
SIMP6208N,BALL BEARING,440
SIMP6209,PTO Ball bearing,418
SIMP6209N,Ball Bearing,459
SIMP6210,Ball Bearing,550
SIMP6210N,Ball Bearing,578
SIMP6211,Ball Bearing,798
SIMP6212,Ball Bearing,696
SIMP6213,Ball Bearing,855
SIMP6309,Ball Bearing,696
SIMP6311,Ball Bearing,1210
SIMP6312,Ball Bearing,1130
SIMP804846,Taper BEARING,1174
SIMP903249,Tapered Roller Bearing,1015
SIMP9067,Tapered Roller Bearing,275
SIMP9612,MF9000-FILTERKIT-0.6(6009 &6010) LTR(SIMPSON),832
SIMP9959,"MF241 12"" CLUTCH DISC(MOLDED)",1772
SIMP9960,"MF241 12""ORGANIC CLUTCH DISC(280 CUP-BLACK)",2243
SIMP9961,"MF241 11"" ORGANIC CLUTCH DISC C TYPE(10 TEETH-BLACK)",1688
SIMP9962,MF 6W CLUTCH DISC(280 LUK DESIGN),3250
SIMP9963,"1035 DI 11"" SINGLE CLUTCH DISC(WITH RETAINER PLATE-SPRING)",2113
SIMP9964,"45DI TAFE 10"" DUAL CLUTCH DISC(8 SPRING)",1831
SIMP9965,"45 DI TAFE 14"" DUAL CLUTCH DISC(3 LEVER ASSY)",3146
SIMP9966,"45 DI TAFE 12"" DUAL CLUTCH DISC(PTO TYPE-NA)",2074
SIMP9967,"MF1035 10"" CLUTCH DISC(8 SPRING-BLACK)",2260
SIMPD12,CLUTCH Release Bearing,509
SIMPTB1006,Forklift Bearing,1018
SIMPTB1007,King Pin Bearing,220
SIMPTB138,THRUST BEARING,237
SK003473,POINTER_TIMING,89
SK004015,HUB_IDLER_GEAR,534
SK004059,BOLT_BANJO,30
SK004268,PLATE_WATER_PUMP_BACK,270
SK004443,ASSY-LINK E-GOVERNOR,1564
SK004949,SEDIMENT BOWL ASSY,795
SK005023,PIPE ASSY-OVER FLOW,326
SK005239,BRACKET- FUEL FILTER MOUNTING,1181
SK005289,REAR END OIL SEAL,1511
SK005840,BREATHER BRACKET,1239
SK005981,CYLINDER HEAD ASSEMBLY-AM SERIES,37237
SL404407,FUEL FILTER KIT 0.5 Ltr COIL/CLOTH (404+407),226
SM080910,MF9000 FILTER KIT FOR SIMPSON(OIL+DIESEL),1018
T00050044/3,PISTON ASSY(ENGINE SET) Tractor Parts,4052
T0050051A,SUMP GASKET KIT P3,68
T00530002/3,Liner P Series (Engine Set) - (Tractor Parts),1987
T0650563B,PLUG CYL.BLK.WATER JACKET (BRASS) (TRACTOR PARTS),158
T53002PF/3,P3 Cylinder Liner PF (3 nos.),2540
T53002SF/3,P3 Cylinder Liner SF ( 3 nos.),2272
T53005PF/3,S325 Cylinder Liner PF (3 nos.),2519
T53005SF/3,S325 Cylinder Liner SF ( 3nos.),2219
T53005SF/4,S325 Cylinder Liner SF (4 nos.),2958
T53006PF/3,S324 Cylinder Liner PF (3 nos.),2540
T53006SF/3,S324 Cylinder Liner SF (3 nos.),2272
T53DE0005/3,LINER S325&S4 (Engine Set) - (Tractor Parts),2187
T53DE0005/4,LINER S325&S4 (S4Engine Set) (Tractor Parts),2915
T53DE0006/3,LINER S324 (Engine Set) - (Tractor Parts),2444
T73DE0016/6,SEAL,305
T73DE0016/8,SEAL,406
T99DE1071/3,Piston Assembly P3 Shim Engine set-(TRACTOR PARTS),4149
T99DE9411/3,PISTON ASSY(Engine Set)-TRACTOR PARTS,5645
T99S20665/3,PISTON ASSY (ENGINE SET)-TRACTOR PARTS,7402
T99S30577/3,PISTON ASSY(ENGINE SET) Tractor Parts,4784
T99S30610/3,PISTON ASSY(ENGINE SET) Tractor Parts,4573
T99S30648/3,PISTON ASSY(ENGINE SET) Tractor Parts,4818
T99S30778/3,Piston Assy(S324 Alfin)-Engine Set - Tractor Parts,6413
T99S31015/3,PISTON ASSEMBLY-S318 Engine Set ALFIN(TRACTOR PARTS),7212
T99S31106/3,PISTON ASSY.(S325 Pre topped-Engine Set) Tractor Parts,7762
T99S31351/3,PISTON ASSEMBLY ENGINE SET - TRACTOR PARTS,6691
T99SG3016/3,PISTON ASSY(ENGINE SET)-Tractor Parts,8052
TDE005495,WATER PUMP REPAIR KIT- P3 & S SERIES(TRACTOR PARTS),922
TDE005496,WATER PUMP REPAIR KIT WITH KACO SEAL,2800
TDE005581,ENGINE MAJOR OVERHAU KIT-S324-(TRACTOR PARTS),13418
TDE005582,ENGINE MAJOR OVERHAUL KIT-S325-(TRACTOR PARTS),13675
TDE005584,ENGINE MAJOR OVERHAUL KIT-P3-(TRACTOR PARTS),9445
TDE005775,ENGINE OVERHAUL KIT -P3(WITH SHIM PISTON-(TRACTOR PARTS) MF-1035,9778
TDE005870,SEAL KIT FOR P3 ENGINE-(TRACTOR PARTS),377
TDE006000,VALVE SET FOR P3 ENGINE-(TRACTOR PARTS),842
TDE006001,VALVE SET FOR S3 ENGINE (SINGLE METAL)-(TRACTOR PARTS),854
TDE009581,ENGINE O.H.KIT S324 ALFIN (with single metal valve),12962
TDE009582,ENGINE O.H.KIT S325 ALFIN WITH SINGLE METAL VALVE,12241
TDE009588,E.O.H.KIT TSJ327with 4012 PISTON,15528
TDE009590,ENGINE O.H.KIT S324 (SHIM WITH 4 GROOVE),10053
TDE009592,ENGINE O.H.KIT S318 (ALFIN),13768
TDE009593,ENGINE O.H.KIT SJ327,17693
TDE009594,E.O.H.KIT S324 ALFIN WITH LEAKLESS GASKET KIT,13889
TDE009595,E.O.H.KIT S325 ALFIN WITH LEAKLESS GASKET KIT,14147
TDE009597,E.O.H.KIT MINOR S325 TR I TMTL,13507
TDE009598,E.O.H.KIT MINOR S325 TR-II TMTL,13420
TDE009599,E.O.H.KIT MINOR S325 TR-III TMTL,12994
TDE009600,E.O.H.KIT MINOR S324 TR-III TMTL,13541
TDE009602,ENGINE OVERHAUL KIT MAJOR MF241 TR II,15814
TDE009603,ENGINE OVERHAUL KIT MAJOR MF241 TR III,14661
TDE009607,E.O.H.SUPPORT KIT S324 & S325 (TAFE),2475
TDE009609,CRANK SHAFT REAR END SLEEVE (SS) (TRACTOR PARTS),1180
TDE009612,MF9000  FILTERKIT-0.6 LTR(BOSCH-6009 & 6010),1110
TDE009613,AIR CLEANER (OILBATH) 3 STAGE S3 (TAFE),3142
TDE009614/3,PISTON RINGS ASSEMBLY S2/S325/S433 TR II & TR III (ENGINE SET),1569
TDE009621,FEED PUMP ROLLER TYPE P3 (9440030003),1265
